class_weight,boosting_type,num_leaves,learning_rate,subsample_for_bin,min_child_samples,reg_alpha,reg_lambda,colsample_bytree,subsample,metric,verbose,loss,iteration
,goss,141,0.16203960182341529,100000,250,0.5714285714285714,0.8979591836734693,0.7777777777777778,1.0,auc,1,0.24822968227043152,111
balanced,gbdt,138,0.08397867859761513,200000,110,0.14285714285714285,0.8571428571428571,0.6444444444444444,0.893939393939394,auc,1,0.24833096408608424,145
,goss,107,0.04971057627082245,140000,360,0.5306122448979591,0.5510204081632653,1.0,1.0,auc,1,0.2483858400911172,90
,goss,87,0.00764524354345161,260000,105,0.7142857142857142,0.8163265306122448,0.8222222222222222,1.0,auc,1,0.24851952417097567,401
balanced,goss,68,0.012264794404456493,80000,100,0.2040816326530612,0.1020408163265306,0.6444444444444444,1.0,auc,1,0.24869010604815733,148
,gbdt,75,0.10755101209788154,280000,135,0.6938775510204082,0.04081632653061224,0.9555555555555555,0.7929292929292929,auc,1,0.2487339588018984,479
,dart,101,0.014481886418058792,220000,115,0.061224489795918366,0.8775510204081632,0.8666666666666667,0.6212121212121212,auc,1,0.24890943205235494,101
balanced,gbdt,120,0.16875687224624136,20000,180,0.5510204081632653,0.9795918367346939,0.8666666666666667,0.8333333333333334,auc,1,0.2490493500540103,48
,dart,71,0.03782489118082559,200000,100,0.2857142857142857,0.3469387755102041,0.6444444444444444,0.595959595959596,auc,1,0.249202633548115,79
balanced,gbdt,47,0.008384610951889282,140000,100,0.02040816326530612,0.4693877551020408,0.8666666666666667,0.7171717171717171,auc,1,0.24928707589736,405
,goss,135,0.011996050644130365,200000,305,0.16326530612244897,0.3877551020408163,1.0,1.0,auc,1,0.24933496582822934,71
,gbdt,104,0.18371547144769346,220000,170,0.5306122448979591,0.673469387755102,0.6444444444444444,0.6212121212121212,auc,1,0.24972700793844538,238
balanced,goss,66,0.048442121225583966,20000,75,0.3469387755102041,0.061224489795918366,0.6,1.0,auc,1,0.24975157722118202,442
balanced,goss,115,0.034235665037768974,20000,90,0.8979591836734693,0.836734693877551,0.8666666666666667,1.0,auc,1,0.24981524160659063,412
,dart,100,0.02280739932655284,180000,90,0.42857142857142855,0.3877551020408163,0.7777777777777778,0.6161616161616161,auc,1,0.25001310729925885,384
balanced,dart,79,0.005463336267001169,60000,80,0.08163265306122448,0.836734693877551,0.6,0.5757575757575758,auc,1,0.25009884089479617,486
balanced,goss,142,0.0827474048387851,40000,115,0.8571428571428571,0.8979591836734693,0.6444444444444444,1.0,auc,1,0.2507408151346848,444
,goss,147,0.03852973353713157,40000,125,0.8979591836734693,0.5714285714285714,1.0,1.0,auc,1,0.2508088903905148,307
balanced,gbdt,76,0.14451322534564692,140000,160,0.12244897959183673,0.6530612244897959,0.9555555555555555,0.51010101010101,auc,1,0.25090042450212446,317
balanced,goss,130,0.061583063540367876,200000,175,0.32653061224489793,0.2857142857142857,1.0,1.0,auc,1,0.25093977948002755,21
balanced,dart,101,0.011561166452715621,40000,110,0.7142857142857142,0.4693877551020408,0.9555555555555555,0.5606060606060606,auc,1,0.2509859683074447,53
,gbdt,129,0.12104078694567788,280000,125,0.8571428571428571,0.836734693877551,0.6,0.7373737373737375,auc,1,0.25103907340435216,447
,gbdt,40,0.006332926946560723,100000,75,0.5102040816326531,0.5918367346938775,0.6444444444444444,0.898989898989899,auc,1,0.2511796103968482,236
balanced,dart,64,0.027029891017739963,20000,100,0.2857142857142857,0.02040816326530612,0.8222222222222222,0.9444444444444444,auc,1,0.2512499297748162,428
balanced,dart,133,0.032994544109792474,180000,110,0.6938775510204082,0.7551020408163265,0.8666666666666667,0.7575757575757576,auc,1,0.25163418375797186,66
balanced,gbdt,126,0.09521241941169564,280000,100,0.9591836734693877,0.08163265306122448,0.7777777777777778,0.9848484848484849,auc,1,0.25175301233798997,173
balanced,goss,36,0.10915136124707514,220000,130,0.5102040816326531,0.7959183673469387,0.6444444444444444,1.0,auc,1,0.25182159136489835,404
,dart,106,0.12104078694567788,60000,85,0.7551020408163265,0.6938775510204082,0.6,0.5606060606060606,auc,1,0.2518258059972812,105
balanced,gbdt,125,0.005130924803987385,260000,80,0.22448979591836732,0.32653061224489793,0.7333333333333333,0.7424242424242424,auc,1,0.25255668307702583,494
,goss,71,0.02331834634070841,140000,80,0.2040816326530612,0.6326530612244897,0.6888888888888889,1.0,auc,1,0.2530525289420269,142
,gbdt,47,0.006971074647836605,160000,65,0.8163265306122448,0.18367346938775508,0.7333333333333333,0.5909090909090909,auc,1,0.2532061342665144,287
,dart,111,0.010464120576814964,200000,45,0.8775510204081632,0.2857142857142857,0.6888888888888889,0.9747474747474748,auc,1,0.25322168332764994,240
,gbdt,146,0.07916084442421274,180000,110,0.24489795918367346,0.6530612244897959,0.7777777777777778,0.7777777777777778,auc,1,0.2533820041981484,172
,goss,32,0.015026636248522334,100000,115,0.5306122448979591,0.5510204081632653,0.9555555555555555,1.0,auc,1,0.25362242551112435,124
,goss,117,0.05293111954843996,240000,95,0.8163265306122448,0.6938775510204082,0.9111111111111111,1.0,auc,1,0.2541040662652122,6
,goss,104,0.007395343513435183,180000,110,0.6530612244897959,0.22448979591836732,0.9555555555555555,1.0,auc,1,0.2541432014565125,119
balanced,gbdt,81,0.08745997259947594,20000,110,0.061224489795918366,0.836734693877551,0.7777777777777778,0.8838383838383839,auc,1,0.25426470840541326,297
balanced,goss,81,0.09176075208743704,60000,85,0.8979591836734693,0.9591836734693877,0.6,1.0,auc,1,0.2547889487931978,360
balanced,goss,109,0.006194161098119677,40000,70,0.9795918367346939,0.4693877551020408,0.8666666666666667,1.0,auc,1,0.254792848603699,29
,dart,144,0.006971074647836605,180000,70,0.6326530612244897,0.7142857142857142,0.7777777777777778,0.8585858585858586,auc,1,0.2548024449241125,109
,gbdt,83,0.024920898379346815,160000,65,0.7551020408163265,0.9591836734693877,0.6888888888888889,0.9595959595959596,auc,1,0.25539201043178994,97
balanced,dart,149,0.005074399539250138,280000,65,0.8571428571428571,0.7551020408163265,0.8666666666666667,0.98989898989899,auc,1,0.25582461101976395,125
balanced,goss,54,0.00799162852774722,40000,115,0.8979591836734693,0.1020408163265306,1.0,1.0,auc,1,0.2565051541640423,194
balanced,goss,70,0.00540314896341784,120000,60,0.2040816326530612,0.9591836734693877,0.6444444444444444,1.0,auc,1,0.2567495478955937,468
balanced,goss,72,0.005284756227090885,240000,80,0.6122448979591836,0.6938775510204082,1.0,1.0,auc,1,0.25709831054748056,139
,goss,30,0.09952623259700825,140000,75,0.16326530612244897,0.26530612244897955,0.6,1.0,auc,1,0.25715752761826116,177
,dart,114,0.17000777943708753,180000,85,0.9183673469387754,0.04081632653061224,0.9555555555555555,0.6111111111111112,auc,1,0.257455810838193,450
,goss,83,0.09879392446119441,280000,115,0.24489795918367346,0.3877551020408163,0.8222222222222222,1.0,auc,1,0.2575117798890997,89
balanced,dart,125,0.06854369869098051,260000,80,0.1020408163265306,0.0,0.9111111111111111,0.7525252525252526,auc,1,0.2580908598377101,329
balanced,goss,59,0.015026636248522334,200000,65,0.7346938775510203,0.7959183673469387,0.6888888888888889,1.0,auc,1,0.2582720963190117,379
balanced,gbdt,36,0.015306647885571812,100000,25,0.12244897959183673,0.02040816326530612,0.6444444444444444,0.7575757575757576,auc,1,0.2585416682318986,223
,gbdt,101,0.006450936939768325,20000,85,0.3877551020408163,0.8163265306122448,0.9111111111111111,0.797979797979798,auc,1,0.25873900408186334,20
balanced,goss,69,0.1656697242034905,160000,115,0.12244897959183673,0.08163265306122448,0.9555555555555555,1.0,auc,1,0.25890948980240613,35
,dart,142,0.010159525531994104,140000,75,0.2857142857142857,0.02040816326530612,0.9555555555555555,0.8636363636363636,auc,1,0.25897918318103197,281
,gbdt,117,0.11118532619062516,160000,95,0.3877551020408163,0.6530612244897959,0.7777777777777778,0.8080808080808082,auc,1,0.25909109577190015,242
,goss,149,0.03867227035514037,220000,65,0.6326530612244897,0.4693877551020408,0.7777777777777778,1.0,auc,1,0.25926585163215665,334
,gbdt,33,0.08004264091132256,240000,70,0.6938775510204082,0.5714285714285714,0.8222222222222222,0.8535353535353536,auc,1,0.25933444832048835,56
,gbdt,66,0.04826357505403305,180000,100,0.7755102040816326,0.12244897959183673,1.0,0.6868686868686869,auc,1,0.25948458331543833,356
,gbdt,146,0.04880119755222093,200000,70,0.08163265306122448,0.9795918367346939,0.7333333333333333,0.5505050505050505,auc,1,0.2595292406451365,161
balanced,dart,140,0.025013090700207016,220000,55,0.5306122448979591,0.42857142857142855,0.7333333333333333,0.5606060606060606,auc,1,0.2600022631852619,42
balanced,gbdt,57,0.13274657662401146,280000,90,0.9183673469387754,0.9387755102040816,1.0,0.5808080808080808,auc,1,0.2601524548089028,285
,dart,32,0.08649646245384768,200000,40,0.5714285714285714,0.9795918367346939,0.9111111111111111,0.8383838383838385,auc,1,0.26026336966951613,170
,goss,69,0.12059465930791366,100000,95,0.44897959183673464,0.7346938775510203,0.6888888888888889,1.0,auc,1,0.2608652132305703,153
balanced,goss,147,0.035654887361053864,160000,60,0.08163265306122448,0.9387755102040816,0.7333333333333333,1.0,auc,1,0.26154309202296855,93
,goss,40,0.03487362448885011,100000,45,0.7346938775510203,0.9795918367346939,0.6,1.0,auc,1,0.26220506656338194,82
balanced,dart,43,0.022143509726932693,180000,60,0.4693877551020408,0.4693877551020408,0.8222222222222222,0.7525252525252526,auc,1,0.2623290915266545,144
balanced,dart,30,0.12466973829864869,80000,20,0.24489795918367346,0.36734693877551017,0.9555555555555555,0.893939393939394,auc,1,0.2629464224740323,491
balanced,dart,135,0.009127822372082045,240000,35,0.5510204081632653,0.5306122448979591,0.6888888888888889,0.7929292929292929,auc,1,0.26299851610402225,370
balanced,goss,138,0.13472183345158328,120000,115,0.02040816326530612,0.6938775510204082,0.6,1.0,auc,1,0.2635231021510941,357
,gbdt,54,0.04133001995671539,200000,70,0.08163265306122448,0.7346938775510203,0.8222222222222222,0.9747474747474748,auc,1,0.263751423987308,118
,gbdt,89,0.036453652620360474,40000,45,0.8571428571428571,0.2857142857142857,0.7333333333333333,0.6666666666666667,auc,1,0.26431108197692665,443
balanced,goss,93,0.042100178118260397,160000,65,0.3469387755102041,0.6326530612244897,1.0,1.0,auc,1,0.2651958315452311,70
balanced,dart,138,0.040874704315014034,160000,45,0.6530612244897959,0.9387755102040816,0.6,0.8383838383838385,auc,1,0.26619300224126274,435
,gbdt,111,0.07685658953929919,140000,45,0.9183673469387754,0.3469387755102041,0.6888888888888889,0.6515151515151515,auc,1,0.2679563411855088,117
,gbdt,144,0.005774480071545175,120000,35,0.24489795918367346,0.1020408163265306,0.7333333333333333,0.5909090909090909,auc,1,0.26799408813285797,27
,dart,32,0.1864491407334594,100000,30,0.9183673469387754,0.36734693877551017,0.6444444444444444,0.5555555555555556,auc,1,0.26821707902259107,208
,gbdt,72,0.05826481004429197,160000,85,0.2040816326530612,0.14285714285714285,1.0,0.8636363636363636,auc,1,0.2682609233661305,267
,gbdt,93,0.08649646245384768,180000,60,0.3469387755102041,0.02040816326530612,0.9555555555555555,0.8383838383838385,auc,1,0.26841097986586515,390
balanced,gbdt,39,0.18371547144769346,140000,45,0.4081632653061224,0.4081632653061224,0.6,0.5909090909090909,auc,1,0.26888761374657544,385
,dart,130,0.057836101016393276,200000,55,0.16326530612244897,0.6530612244897959,0.7777777777777778,0.994949494949495,auc,1,0.26918942168201565,473
balanced,goss,67,0.02126210003400329,280000,25,0.7755102040816326,0.44897959183673464,0.7777777777777778,1.0,auc,1,0.26990445197948687,398
,dart,78,0.02049130042208341,80000,55,0.836734693877551,1.0,1.0,0.6313131313131313,auc,1,0.27020586715851014,279
,gbdt,106,0.05848035476425735,200000,40,0.6326530612244897,0.3469387755102041,0.7333333333333333,0.6919191919191919,auc,1,0.27162753128847317,195
balanced,dart,144,0.17381641040122672,80000,55,0.1020408163265306,0.836734693877551,0.9555555555555555,0.8282828282828283,auc,1,0.27176233841059083,86
balanced,dart,126,0.025013090700207016,240000,20,0.9591836734693877,0.5918367346938775,0.7777777777777778,0.7474747474747475,auc,1,0.2722569681604343,218
balanced,dart,132,0.00581728329815602,220000,20,0.5714285714285714,0.26530612244897955,0.6888888888888889,0.5656565656565656,auc,1,0.2724658655145962,484
,gbdt,66,0.10213232309588141,220000,55,0.6938775510204082,0.6530612244897959,0.7777777777777778,0.9393939393939394,auc,1,0.2727362868578489,452
,gbdt,115,0.008993992591122319,180000,25,0.6122448979591836,0.36734693877551017,0.7777777777777778,0.8383838383838385,auc,1,0.2742148375917175,32
balanced,goss,125,0.012401415643146391,220000,60,0.04081632653061224,0.836734693877551,1.0,1.0,auc,1,0.27422660822959544,272
,goss,87,0.020415774347916988,220000,40,0.4693877551020408,0.2857142857142857,0.8666666666666667,1.0,auc,1,0.2745243030157525,417
balanced,dart,117,0.025858321500565308,140000,35,0.14285714285714285,0.16326530612244897,0.7333333333333333,0.6212121212121212,auc,1,0.2748537165970619,429
balanced,dart,144,0.014916071147326697,60000,25,0.04081632653061224,0.3877551020408163,0.7333333333333333,0.8282828282828283,auc,1,0.2758721348265216,295
balanced,goss,103,0.014112354956756064,240000,40,0.18367346938775508,0.3469387755102041,0.8666666666666667,1.0,auc,1,0.2761155608242043,123
balanced,dart,92,0.027432093305280215,80000,45,0.36734693877551017,0.7755102040816326,0.9111111111111111,0.7272727272727273,auc,1,0.2763577129566782,246
,dart,122,0.025858321500565308,160000,20,0.7959183673469387,0.8775510204081632,0.8666666666666667,0.51010101010101,auc,1,0.27891504137651,340
,goss,117,0.02846397739454339,260000,30,0.44897959183673464,0.2857142857142857,0.8666666666666667,1.0,auc,1,0.2809387391380843,98
balanced,gbdt,53,0.15387564138118423,120000,55,0.16326530612244897,0.7551020408163265,0.7777777777777778,0.5151515151515151,auc,1,0.2813046342117359,410
,goss,143,0.19706765150537875,60000,45,0.8571428571428571,0.061224489795918366,0.9555555555555555,1.0,auc,1,0.2814312722246587,392
,gbdt,52,0.08681644729140979,60000,30,0.08163265306122448,0.6122448979591836,0.7777777777777778,0.7121212121212122,auc,1,0.283401636131841,159
balanced,dart,90,0.09989441973977974,20000,35,0.24489795918367346,0.04081632653061224,0.6888888888888889,0.5151515151515151,auc,1,0.2840452582105716,322
balanced,goss,147,0.043845419886860144,120000,20,0.7346938775510203,0.7755102040816326,0.7777777777777778,1.0,auc,1,0.2851586374284698,226
,goss,118,0.009900286907439045,60000,20,0.36734693877551017,0.5714285714285714,0.9555555555555555,1.0,auc,1,0.28653348504963316,418
,goss,96,0.06557277631737372,40000,50,0.0,0.4081632653061224,1.0,1.0,auc,1,0.2871985394058877,108
,goss,115,0.055945612728102,200000,25,0.3877551020408163,0.4081632653061224,0.8222222222222222,1.0,auc,1,0.28895478266300845,13
balanced,gbdt,116,0.19489663914444297,140000,30,0.3061224489795918,0.7551020408163265,0.6,0.9343434343434344,auc,1,0.2906212313185592,489
balanced,dart,63,0.1899234997489961,200000,25,0.12244897959183673,0.5102040816326531,0.8666666666666667,0.9393939393939394,auc,1,0.2937419748454233,439
balanced,dart,71,0.09041537957119246,200000,30,0.1020408163265306,0.26530612244897955,1.0,0.6616161616161617,auc,1,0.2953436655090118,453
balanced,gbdt,70,0.11200948536232092,60000,30,0.24489795918367346,0.08163265306122448,0.7333333333333333,0.9646464646464648,auc,1,0.2975674798135536,241
balanced,gbdt,144,0.07600989245515277,140000,20,0.3877551020408163,0.5918367346938775,0.8666666666666667,0.9141414141414141,auc,1,0.302571123393245,299
